borough,block,lot,address,zip_code,development,managed_by,cd,facility,borocode,bbl
QUEENS,11656,67,114-11 130TH STREET,11420,FHA REPOSSESSED HOUSES (GROUP I),BAISLEY PARK,10,,4,4116560067
QUEENS,11670,40,126-01 116TH AVENUE,11420,FHA REPOSSESSED HOUSES (GROUP II),BAISLEY PARK,10,,4,4116700040
QUEENS,11678,60,115-21 135TH STREET,11420,FHA REPOSSESSED HOUSES (GROUP III),BAISLEY PARK,10,,4,4116780060
QUEENS,11696,16,117-22 133RD STREET,11420,FHA REPOSSESSED HOUSES (GROUP I),BAISLEY PARK,10,,4,4116960016
QUEENS,11698,35,134-17 120TH AVENUE,11420,FHA REPOSSESSED HOUSES (GROUP V),BAISLEY PARK,10,,4,4116980035
QUEENS,11759,55,124-18 135TH PLACE,11420,FHA REPOSSESSED HOUSES (GROUP V),BAISLEY PARK,10,,4,4117590055
QUEENS,11771,45,129-37 132ND STREET,11420,FHA REPOSSESSED HOUSES (GROUP VII),BAISLEY PARK,10,,4,4117710045
QUEENS,11781,285,131-27 135TH PLACE,11420,FHA REPOSSESSED HOUSES (GROUP X),BAISLEY PARK,10,,4,4117810285
QUEENS,11781,292,131-41 135TH PLACE,11420,FHA REPOSSESSED HOUSES (GROUP V),BAISLEY PARK,10,,4,4117810292
QUEENS,11795,68,133-24 135TH PLACE,11420,FHA REPOSSESSED HOUSES (GROUP V),BAISLEY PARK,10,,4,4117950068
QUEENS,11925,82,139-10 109TH ROAD,11435,FHA REPOSSESSED HOUSES (GROUP VIII),BAISLEY PARK,12,,4,4119250082
QUEENS,11954,78,138-11 LINDEN BOULEVARD,11436,FHA REPOSSESSED HOUSES (GROUP I),BAISLEY PARK,12,,4,4119540078
QUEENS,11960,20,111-37 144TH STREET,11435,FHA REPOSSESSED HOUSES (GROUP X),BAISLEY PARK,12,,4,4119600020
QUEENS,11964,294,111-21 147TH STREET,11435,FHA REPOSSESSED HOUSES (GROUP V),BAISLEY PARK,12,,4,4119640294
QUEENS,11968,50,114-42 139TH STREET,11436,FHA REPOSSESSED HOUSES (GROUP II),BAISLEY PARK,12,,4,4119680050
QUEENS,11975,32,114-54 INWOOD STREET,11436,FHA REPOSSESSED HOUSES (GROUP X),BAISLEY PARK,12,,4,4119750032
QUEENS,11975,142,114-69 145TH STREET,11436,FHA REPOSSESSED HOUSES (GROUP I),BAISLEY PARK,12,,4,4119750142
QUEENS,11976,22,114-34 146TH STREET,11436,FHA REPOSSESSED HOUSES (GROUP X),BAISLEY PARK,12,,4,4119760022
QUEENS,11991,17,115-52 147TH STREET,11436,FHA REPOSSESSED HOUSES (GROUP III),BAISLEY PARK,12,,4,4119910017
QUEENS,12014,3,142-06 FOCH BOULEVARD,11436,FHA REPOSSESSED HOUSES (GROUP V),BAISLEY PARK,12,,4,4120140003
QUEENS,12015,164,117-24 143RD STREET,11436,FHA REPOSSESSED HOUSES (GROUP VI),BAISLEY PARK,12,,4,4120150164
QUEENS,12017,49,117-11 143RD STREET,11436,FHA REPOSSESSED HOUSES (GROUP VII),BAISLEY PARK,12,,4,4120170049
QUEENS,12025,77,119-44 INWOOD STREET,11436,FHA REPOSSESSED HOUSES (GROUP IV),BAISLEY PARK,12,,4,4120250077
QUEENS,12027,49,119-01 146TH STREET,11436,FHA REPOSSESSED HOUSES (GROUP V),BAISLEY PARK,12,,4,4120270049
QUEENS,12048,97,123-19 145TH STREET,11436,FHA REPOSSESSED HOUSES (GROUP VIII),BAISLEY PARK,12,,4,4120480097
QUEENS,12103,71,148-13 SUTTER AVENUE,11436,FHA REPOSSESSED HOUSES (GROUP I),BAISLEY PARK,12,,4,4121030071
QUEENS,12109,66,130-34 147TH STREET,11436,FHA REPOSSESSED HOUSES (GROUP I),BAISLEY PARK,12,,4,4121090066
QUEENS,12115,28,133-11 148TH STREET,11436,FHA REPOSSESSED HOUSES (GROUP II),BAISLEY PARK,12,,4,4121150028
QUEENS,12115,33,148-06 133RD AVENUE,11436,FHA REPOSSESSED HOUSES (GROUP III),BAISLEY PARK,12,,4,4121150033
QUEENS,12170,23,111-46 156TH STREET,11433,FHA REPOSSESSED HOUSES (GROUP X),BAISLEY PARK,12,,4,4121700023
QUEENS,12202,19,150-36 116TH ROAD,11434,FHA REPOSSESSED HOUSES (GROUP I),BAISLEY PARK,12,,4,4122020019
QUEENS,12208,5,118-35 153RD STREET,11434,FHA REPOSSESSED HOUSES (GROUP X),BAISLEY PARK,12,,4,4122080005
QUEENS,12329,38,114-22 166TH STREET,11434,FHA REPOSSESSED HOUSES (GROUP I),BAISLEY PARK,12,,4,4123290038
QUEENS,12340,68,165-17 116TH AVENUE,11434,FHA REPOSSESSED HOUSES (GROUP IX),BAISLEY PARK,12,,4,4123400068
QUEENS,12438,138,186-10 FOCH BOULEVARD,11412,FHA REPOSSESSED HOUSES (GROUP IV),BAISLEY PARK,12,,4,4124380138
QUEENS,12469,156,119-55 177TH STREET,11434,FHA REPOSSESSED HOUSES (GROUP X),BAISLEY PARK,12,,4,4124690156
QUEENS,12482,142,120-26 178TH STREET,11434,FHA REPOSSESSED HOUSES (GROUP V),BAISLEY PARK,12,,4,4124820142
QUEENS,12522,108,174-36 126TH AVENUE,11434,FHA REPOSSESSED HOUSES (GROUP V),BAISLEY PARK,12,,4,4125220108
QUEENS,12591,227,173-09 143RD ROAD,11434,FHA REPOSSESSED HOUSES (GROUP IX),BAISLEY PARK,12,,4,4125910227
QUEENS,12609,34,117-37 192ND STREET,11412,FHA REPOSSESSED HOUSES (GROUP V),BAISLEY PARK,12,,4,4126090034
QUEENS,12609,45,117-11 192ND STREET,11412,FHA REPOSSESSED HOUSES (GROUP V),BAISLEY PARK,12,,4,4126090045
QUEENS,12621,18,118-22 197TH STREET,11412,FHA REPOSSESSED HOUSES (GROUP VIII),BAISLEY PARK,12,,4,4126210018
QUEENS,12624,61,118-15 199TH STREET,11412,FHA REPOSSESSED HOUSES (GROUP VII),BAISLEY PARK,12,,4,4126240061
QUEENS,12634,29,117-17 204TH STREET,11412,FHA REPOSSESSED HOUSES (GROUP X),BAISLEY PARK,12,,4,4126340029
QUEENS,12639,54,118-03 204TH STREET,11412,FHA REPOSSESSED HOUSES (GROUP I),BAISLEY PARK,12,,4,4126390054
QUEENS,12646,9,190-18 119TH AVENUE,11412,FHA REPOSSESSED HOUSES (GROUP IV),BAISLEY PARK,12,,4,4126460009
QUEENS,12665,31,188-56 120TH ROAD,11412,FHA REPOSSESSED HOUSES (GROUP X),BAISLEY PARK,12,,4,4126650031
QUEENS,12670,8,191-18 120TH AVENUE,11412,FHA REPOSSESSED HOUSES (GROUP X),BAISLEY PARK,12,,4,4126700008
QUEENS,12706,38,122-28 191ST STREET,11413,FHA REPOSSESSED HOUSES (GROUP VII),BAISLEY PARK,12,,4,4127060038
QUEENS,12732,9,197-22 122ND AVENUE,11413,FHA REPOSSESSED HOUSES (GROUP IV),BAISLEY PARK,12,,4,4127320009
QUEENS,12778,124,218-34 119TH AVENUE,11411,FHA REPOSSESSED HOUSES (GROUP I),BAISLEY PARK,13,,4,4127780124
QUEENS,12778,128,119-12 219TH STREET,11411,FHA REPOSSESSED HOUSES (GROUP IV),BAISLEY PARK,13,,4,4127780128
QUEENS,12817,53,120-56 233RD STREET,11411,FHA REPOSSESSED HOUSES (GROUP IV),BAISLEY PARK,13,,4,4128170053
QUEENS,12825,102,223-20 FRANCIS LEWIS BOULEVARD,11411,FHA REPOSSESSED HOUSES (GROUP II),BAISLEY PARK,13,,4,4128250102
QUEENS,12928,78,132-33 218TH STREET,11413,FHA REPOSSESSED HOUSES (GROUP I),BAISLEY PARK,13,,4,4129280078
QUEENS,12984,26,132-19 BENNETT COURT,11434,FHA REPOSSESSED HOUSES (GROUP I),BAISLEY PARK,12,,4,4129840026
QUEENS,13022,85,137-22 WESTGATE STREET,11413,FHA REPOSSESSED HOUSES (GROUP I),BAISLEY PARK,12,,4,4130220085
QUEENS,13033,32,137-24 219TH STREET,11413,FHA REPOSSESSED HOUSES (GROUP V),BAISLEY PARK,13,,4,4130330032
QUEENS,13042,108,184-20 EDGEWOOD AVENUE,11413,FHA REPOSSESSED HOUSES (GROUP IV),BAISLEY PARK,12,,4,4130420108
QUEENS,13075,67,180-15 144TH AVENUE,11434,FHA REPOSSESSED HOUSES (GROUP VI),BAISLEY PARK,12,,4,4130750067
QUEENS,13099,24,220-23 135TH AVENUE,11413,FHA REPOSSESSED HOUSES (GROUP VIII),BAISLEY PARK,13,,4,4130990024
QUEENS,13179,27,138-17 230TH PLACE,11413,FHA REPOSSESSED HOUSES (GROUP III),BAISLEY PARK,13,,4,4131790027
QUEENS,13272,54,144-23 166TH STREET,11434,FHA REPOSSESSED HOUSES (GROUP III),BAISLEY PARK,13,,4,4132720054
QUEENS,13306,180,146-23 176TH STREET,11434,FHA REPOSSESSED HOUSES (GROUP VII),BAISLEY PARK,13,,4,4133060180
QUEENS,13935,60,77-00 157TH AVENUE,11414,157TH AVENUE-79TH STREET AREA,VACANT LAND,10,,4,4139350060
QUEENS,13936,60,78-00 157TH AVENUE,11414,157TH AVENUE-79TH STREET AREA,VACANT LAND,10,,4,4139360060
QUEENS,15782,51,239 FERNSIDE PLACE,11691,FHA REPOSSESSED HOUSES (GROUP X),BAISLEY PARK,14,,4,4157820051
QUEENS,15782,54,231 FERNSIDE PLACE,11691,FHA REPOSSESSED HOUSES (GROUP X),BAISLEY PARK,14,,4,4157820054
QUEENS,15890,54,364-01 BEACH 54TH STREET,11692,OCEAN BAY APARTMENTS (OCEANSIDE),BEACH 41ST STREET-BEACH CHANNEL DRIVE,14,VACANT BUILDING,4,4158900054
QUEENS,15890,55,366 BEACH 54TH STREET,11692,OCEAN BAY APARTMENTS (OCEANSIDE),BEACH 41ST STREET-BEACH CHANNEL DRIVE,14,OCCUPIED STORE,4,4158900055
QUEENS,15890,58,53-15 BEACH CHANNEL DRIVE,11691,OCEAN BAY APARTMENTS (OCEANSIDE),BEACH 41ST STREET-BEACH CHANNEL DRIVE,14,OCCUPIED STORE,4,4158900058
QUEENS,15890,62,N/A BEACH CHANNEL DRIVE,11691,OCEAN BAY APARTMENTS (OCEANSIDE),BEACH 41ST STREET-BEACH CHANNEL DRIVE,14,VACANT LAND ON BEACH CHANNEL DRIVE,4,4158900062
QUEENS,15890,66,53-01 BEACH CHANNEL DRIVE,11691,OCEAN BAY APARTMENTS (OCEANSIDE),BEACH 41ST STREET-BEACH CHANNEL DRIVE,14,VACANT BUILDING,4,4158900066
STATEN ISLAND,52,78,102 JERSEY STREET,10301,RICHMOND TERRACE,RICHMOND TERRACE,1,PARKING LOT,5,5000520078
STATEN ISLAND,71,25,145 CASSIDY PLACE,10301,CASSIDY-LAFAYETTE,RICHMOND TERRACE,1,LAUNDRY ROOM/ GROUNDS SHOP STORAGE ROOM/ BRICKLAYERS SHOP STORAGE ROOM/ROOFTOP LEASE LOCATION,5,5000710025
